PARAMETRIC_CURVE_CARTESIAN_2D
Astroid
t1: 0
t2: 6.28319
NumPoints: 101
0 9 0 
0.0628319 8.94683 0.00222805 
0.125664 8.78877 0.0177191 
0.188496 8.53018 0.0592136 
0.251327 8.17812 0.138426 
0.314159 7.74215 0.265576 
0.376991 7.23399 0.44898 
0.439823 6.66713 0.694698 
0.502655 6.05635 1.00628 
0.565487 5.41721 1.38457 
0.628319 4.76558 1.82767 
0.69115 4.11702 2.33092 
0.753982 3.48633 2.88704 
0.816814 2.88704 3.48633 
0.879646 2.33092 4.11702 
0.942478 1.82767 4.76558 
1.00531 1.38457 5.41721 
1.06814 1.00628 6.05635 
1.13097 0.694698 6.66713 
1.19381 0.44898 7.23399 
1.25664 0.265576 7.74215 
1.31947 0.138426 8.17812 
1.3823 0.0592136 8.53018 
1.44513 0.0177191 8.78877 
1.50796 0.00222805 8.94683 
1.5708 -1.99203e-45 9 
1.63363 -0.00222805 8.94683 
1.69646 -0.0177191 8.78877 
1.75929 -0.0592136 8.53018 
1.82212 -0.138426 8.17812 
1.88496 -0.265576 7.74215 
1.94779 -0.44898 7.23399 
2.01062 -0.694698 6.66713 
2.07345 -1.00628 6.05635 
2.13628 -1.38457 5.41721 
2.19911 -1.82767 4.76558 
2.26195 -2.33092 4.11702 
2.32478 -2.88704 3.48633 
2.38761 -3.48633 2.88704 
2.45044 -4.11702 2.33092 
2.51327 -4.76558 1.82767 
2.57611 -5.41721 1.38457 
2.63894 -6.05635 1.00628 
2.70177 -6.66713 0.694698 
2.7646 -7.23399 0.44898 
2.82743 -7.74215 0.265576 
2.89027 -8.17812 0.138426 
2.9531 -8.53018 0.0592136 
3.01593 -8.78877 0.0177191 
3.07876 -8.94683 0.00222805 
3.14159 -9 -1.47845e-43 
3.20442 -8.94683 -0.00222805 
3.26726 -8.78877 -0.0177191 
3.33009 -8.53018 -0.0592136 
3.39292 -8.17812 -0.138426 
3.45575 -7.74215 -0.265576 
3.51858 -7.23399 -0.44898 
3.58142 -6.66713 -0.694698 
3.64425 -6.05635 -1.00628 
3.70708 -5.41721 -1.38457 
3.76991 -4.76558 -1.82767 
3.83274 -4.11702 -2.33092 
3.89557 -3.48633 -2.88704 
3.95841 -2.88704 -3.48633 
4.02124 -2.33092 -4.11702 
4.08407 -1.82767 -4.76558 
4.1469 -1.38457 -5.41721 
4.20973 -1.00628 -6.05635 
4.27257 -0.694698 -6.66713 
4.3354 -0.44898 -7.23399 
4.39823 -0.265576 -7.74215 
4.46106 -0.138426 -8.17812 
4.52389 -0.0592136 -8.53018 
4.58673 -0.0177191 -8.78877 
4.64956 -0.00222805 -8.94683 
4.71239 -5.5789e-47 -9 
4.77522 0.00222805 -8.94683 
4.83805 0.0177191 -8.78877 
4.90088 0.0592136 -8.53018 
4.96372 0.138426 -8.17812 
5.02655 0.265576 -7.74215 
5.08938 0.44898 -7.23399 
5.15221 0.694698 -6.66713 
5.21504 1.00628 -6.05635 
5.27788 1.38457 -5.41721 
5.34071 1.82767 -4.76558 
5.40354 2.33092 -4.11702 
5.46637 2.88704 -3.48633 
5.5292 3.48633 -2.88704 
5.59203 4.11702 -2.33092 
5.65487 4.76558 -1.82767 
5.7177 5.41721 -1.38457 
5.78053 6.05635 -1.00628 
5.84336 6.66713 -0.694698 
5.90619 7.23399 -0.44898 
5.96903 7.74215 -0.265576 
6.03186 8.17812 -0.138426 
6.09469 8.53018 -0.0592136 
6.15752 8.78877 -0.0177191 
6.22035 8.94683 -0.00222805 
6.28319 9 -6.84204e-42 
