PARAMETRIC_CURVE_CARTESIAN_2D
Astroid
t1: 0
t2: 6.28319
NumPoints: 101
0 2 0 
0.0628319 1.98818 0.000495122 
0.125664 1.95306 0.00393757 
0.188496 1.89559 0.0131586 
0.251327 1.81736 0.0307613 
0.314159 1.72048 0.059017 
0.376991 1.60755 0.0997733 
0.439823 1.48159 0.154377 
0.502655 1.34586 0.223617 
0.565487 1.20383 0.307683 
0.628319 1.05902 0.40615 
0.69115 0.914893 0.517983 
0.753982 0.774741 0.641564 
0.816814 0.641564 0.774741 
0.879646 0.517983 0.914893 
0.942478 0.40615 1.05902 
1.00531 0.307683 1.20383 
1.06814 0.223617 1.34586 
1.13097 0.154377 1.48159 
1.19381 0.0997733 1.60755 
1.25664 0.059017 1.72048 
1.31947 0.0307613 1.81736 
1.3823 0.0131586 1.89559 
1.44513 0.00393757 1.95306 
1.50796 0.000495122 1.98818 
1.5708 -4.42674e-46 2 
1.63363 -0.000495122 1.98818 
1.69646 -0.00393757 1.95306 
1.75929 -0.0131586 1.89559 
1.82212 -0.0307613 1.81736 
1.88496 -0.059017 1.72048 
1.94779 -0.0997733 1.60755 
2.01062 -0.154377 1.48159 
2.07345 -0.223617 1.34586 
2.13628 -0.307683 1.20383 
2.19911 -0.40615 1.05902 
2.26195 -0.517983 0.914893 
2.32478 -0.641564 0.774741 
2.38761 -0.774741 0.641564 
2.45044 -0.914893 0.517983 
2.51327 -1.05902 0.40615 
2.57611 -1.20383 0.307683 
2.63894 -1.34586 0.223617 
2.70177 -1.48159 0.154377 
2.7646 -1.60755 0.0997733 
2.82743 -1.72048 0.059017 
2.89027 -1.81736 0.0307613 
2.9531 -1.89559 0.0131586 
3.01593 -1.95306 0.00393757 
3.07876 -1.98818 0.000495122 
3.14159 -2 -3.28543e-44 
3.20442 -1.98818 -0.000495122 
3.26726 -1.95306 -0.00393757 
3.33009 -1.89559 -0.0131586 
3.39292 -1.81736 -0.0307613 
3.45575 -1.72048 -0.059017 
3.51858 -1.60755 -0.0997733 
3.58142 -1.48159 -0.154377 
3.64425 -1.34586 -0.223617 
3.70708 -1.20383 -0.307683 
3.76991 -1.05902 -0.40615 
3.83274 -0.914893 -0.517983 
3.89557 -0.774741 -0.641564 
3.95841 -0.641564 -0.774741 
4.02124 -0.517983 -0.914893 
4.08407 -0.40615 -1.05902 
4.1469 -0.307683 -1.20383 
4.20973 -0.223617 -1.34586 
4.27257 -0.154377 -1.48159 
4.3354 -0.0997733 -1.60755 
4.39823 -0.059017 -1.72048 
4.46106 -0.0307613 -1.81736 
4.52389 -0.0131586 -1.89559 
4.58673 -0.00393757 -1.95306 
4.64956 -0.000495122 -1.98818 
4.71239 -1.23976e-47 -2 
4.77522 0.000495122 -1.98818 
4.83805 0.00393757 -1.95306 
4.90088 0.0131586 -1.89559 
4.96372 0.0307613 -1.81736 
5.02655 0.059017 -1.72048 
5.08938 0.0997733 -1.60755 
5.15221 0.154377 -1.48159 
5.21504 0.223617 -1.34586 
5.27788 0.307683 -1.20383 
5.34071 0.40615 -1.05902 
5.40354 0.517983 -0.914893 
5.46637 0.641564 -0.774741 
5.5292 0.774741 -0.641564 
5.59203 0.914893 -0.517983 
5.65487 1.05902 -0.40615 
5.7177 1.20383 -0.307683 
5.78053 1.34586 -0.223617 
5.84336 1.48159 -0.154377 
5.90619 1.60755 -0.0997733 
5.96903 1.72048 -0.059017 
6.03186 1.81736 -0.0307613 
6.09469 1.89559 -0.0131586 
6.15752 1.95306 -0.00393757 
6.22035 1.98818 -0.000495122 
6.28319 2 -1.52045e-42 
