PARAMETRIC_CURVE_CARTESIAN_2D
Log spiral
t1: 0
t2: 20
NumPoints: 201
10.3 -0.000473671 -0.00056744 
10.4 -0.000386622 -0.000570526 
10.5 -0.000305576 -0.000565286 
10.6 -0.000230875 -0.00055288 
10.7 -0.000162727 -0.000534417 
10.8 -0.000101222 -0.000510945 
10.9 -4.63461e-05 -0.000483444 
11 2.00408e-06 -0.000452823 
11.1 4.40098e-05 -0.000419913 
11.2 7.99167e-05 -0.000385472 
11.3 0.000110023 -0.000350177 
11.4 0.000134668 -0.00031463 
11.5 0.000154223 -0.000279358 
11.6 0.000169082 -0.000244815 
11.7 0.000179652 -0.000211385 
11.8 0.000186346 -0.000179386 
11.9 0.000189578 -0.000149077 
12 0.000189755 -0.000120658 
12.1 0.000187274 -9.42753e-05 
12.2 0.000182516 -7.00303e-05 
12.3 0.000175846 -4.79803e-05 
12.4 0.000167604 -2.81446e-05 
12.5 0.000158112 -1.05095e-05 
12.6 0.000147665 4.96775e-06 
12.7 0.000136532 1.8354e-05 
12.8 0.000124957 2.97366e-05 
12.9 0.000113159 3.92192e-05 
13 0.000101331 4.69183e-05 
13.1 8.96408e-05 5.29601e-05 
13.2 7.82333e-05 5.74771e-05 
13.3 6.72296e-05 6.06058e-05 
13.4 5.67299e-05 6.24842e-05 
13.5 4.6814e-05 6.32494e-05 
13.6 3.75436e-05 6.30364e-05 
13.7 2.89628e-05 6.19758e-05 
13.8 2.11009e-05 6.01932e-05 
13.9 1.3973e-05 5.78075e-05 
14 7.5823e-06 5.49308e-05 
14.1 1.92119e-06 5.1667e-05 
14.2 -3.02702e-06 4.81122e-05 
14.3 -7.28675e-06 4.43536e-05 
14.4 -1.08888e-05 4.04702e-05 
14.5 -1.3869e-05 3.6532e-05 
14.6 -1.62674e-05 3.26011e-05 
14.7 -1.81265e-05 2.8731e-05 
14.8 -1.9491e-05 2.49675e-05 
14.9 -2.04065e-05 2.13489e-05 
15 -2.09191e-05 1.79066e-05 
15.1 -2.10742e-05 1.46654e-05 
15.2 -2.09164e-05 1.16439e-05 
15.3 -2.04888e-05 8.85549e-06 
15.4 -1.98325e-05 6.30838e-06 
15.5 -1.89865e-05 4.00642e-06 
15.6 -1.79874e-05 1.94956e-06 
15.7 -1.6869e-05 1.34335e-07 
15.8 -1.56625e-05 -1.44561e-06 
15.9 -1.43961e-05 -2.79907e-06 
16 -1.30952e-05 -3.93685e-06 
16.1 -1.17824e-05 -4.87131e-06 
16.2 -1.04776e-05 -5.61605e-06 
16.3 -9.19764e-06 -6.1855e-06 
16.4 -7.95721e-06 -6.59466e-06 
16.5 -6.76833e-06 -6.85879e-06 
16.6 -5.64078e-06 -6.99317e-06 
16.7 -4.5822e-06 -7.01288e-06 
16.8 -3.59828e-06 -6.93263e-06 
16.9 -2.69294e-06 -6.76659e-06 
17 -1.86847e-06 -6.52828e-06 
17.1 -1.12577e-06 -6.23044e-06 
17.2 -4.64461e-07 -5.88499e-06 
17.3 1.16903e-07 -5.50295e-06 
17.4 6.20692e-07 -5.0944e-06 
17.5 1.05005e-06 -4.66848e-06 
17.6 1.40873e-06 -4.23338e-06 
17.7 1.70099e-06 -3.79633e-06 
17.8 1.93144e-06 -3.36365e-06 
17.9 2.10497e-06 -2.94079e-06 
18 2.2266e-06 -2.53234e-06 
18.1 2.30142e-06 -2.14208e-06 
18.2 2.3345e-06 -1.77306e-06 
18.3 2.33084e-06 -1.42763e-06 
18.4 2.29529e-06 -1.1075e-06 
18.5 2.23252e-06 -8.13809e-07 
18.6 2.14694e-06 -5.47188e-07 
18.7 2.04273e-06 -3.078e-07 
18.8 1.92376e-06 -9.54119e-08 
18.9 1.79362e-06 9.05545e-08 
19 1.65558e-06 2.50968e-07 
19.1 1.51258e-06 3.8694e-07 
19.2 1.36726e-06 4.99775e-07 
19.3 1.22193e-06 5.90929e-07 
19.4 1.07862e-06 6.61968e-07 
19.5 9.39058e-07 7.14534e-07 
19.6 8.04686e-07 7.5031e-07 
19.7 6.76694e-07 7.70993e-07 
19.8 5.56026e-07 7.78267e-07 
19.9 4.43401e-07 7.73784e-07 
