PARAMETRIC_CURVE_CARTESIAN_2D
Log spiral
t1: 0
t2: 20
NumPoints: 201
0 1 0 
0.1 0.918505 0.0921579 
0.2 0.835158 0.169295 
0.3 0.751494 0.232464 
0.4 0.668828 0.282776 
0.5 0.588261 0.321369 
0.6 0.510704 0.349391 
0.7 0.436885 0.367983 
0.8 0.367368 0.378256 
0.9 0.30257 0.381286 
1 0.242773 0.378097 
1.1 0.188144 0.369658 
1.2 0.138744 0.356871 
1.3 0.0945487 0.340574 
1.4 0.0554568 0.321532 
1.5 0.0213056 0.30044 
1.6 -0.00811856 0.277919 
1.7 -0.0330693 0.254521 
1.8 -0.0538305 0.230732 
1.9 -0.0707073 0.206967 
2 -0.0840186 0.183584 
2.1 -0.0940902 0.16088 
2.2 -0.101249 0.139098 
2.3 -0.105816 0.118431 
2.4 -0.108107 0.0990276 
2.5 -0.108423 0.0809944 
2.6 -0.107051 0.0644017 
2.7 -0.104262 0.0492876 
2.8 -0.100308 0.0356623 
2.9 -0.0954195 0.0235119 
3 -0.0898101 0.0128021 
3.1 -0.0836708 0.0034821 
3.2 -0.0771729 -0.0045126 
3.3 -0.0704678 -0.0112569 
3.4 -0.0636876 -0.0168337 
3.5 -0.056946 -0.0213312 
3.6 -0.0503393 -0.0248408 
3.7 -0.0439476 -0.0274555 
3.8 -0.0378359 -0.0292682 
3.9 -0.0320551 -0.0303698 
4 -0.026644 -0.0308489 
4.1 -0.0216296 -0.0307903 
4.2 -0.0170293 -0.0302744 
4.3 -0.0128515 -0.0293766 
4.4 -0.00909688 -0.0281669 
4.5 -0.00575973 -0.0267098 
4.6 -0.00282882 -0.0250638 
4.7 -0.000288454 -0.023282 
4.8 0.00188067 -0.0214112 
4.9 0.00370061 -0.0194929 
5 0.00519545 -0.0175633 
5.1 0.00639065 -0.0156532 
5.2 0.0073124 -0.0137886 
5.3 0.0079872 -0.011991 
5.4 0.00844134 -0.0102777 
5.5 0.00870058 -0.00866216 
5.6 0.00878981 -0.00715441 
5.7 0.00873281 -0.0057613 
5.8 0.00855208 -0.00448699 
5.9 0.00826864 -0.00333318 
6 0.00790196 -0.00229952 
6.1 0.0074699 -0.00138389 
6.2 0.00698868 -0.0005827 
6.3 0.00647283 0.000108849 
6.4 0.0059353 0.000696501 
6.5 0.00538741 0.00118672 
6.6 0.00483899 0.0015865 
6.7 0.00429843 0.00190316 
6.8 0.00377274 0.0021442 
6.9 0.00326767 0.00231714 
7 0.00278783 0.00242945 
7.1 0.00233674 0.00248838 
7.2 0.00191698 0.00250094 
7.3 0.00153028 0.00247379 
7.4 0.00117759 0.00241321 
7.5 0.000859223 0.00232507 
7.6 0.000574927 0.00221477 
7.7 0.000323964 0.00208726 
7.8 0.000105205 0.00194702 
7.9 -8.28012e-05 0.00179804 
8 -0.000241757 0.00164388 
8.1 -0.000373551 0.00148763 
8.2 -0.000480205 0.00133197 
8.3 -0.000563821 0.00117916 
8.4 -0.000626542 0.00103111 
8.5 -0.000670506 0.000889335 
8.6 -0.000697822 0.000755066 
8.7 -0.000710538 0.000629222 
8.8 -0.00071062 0.000512461 
8.9 -0.000699935 0.000405209 
9 -0.000680237 0.000307682 
9.1 -0.000653156 0.000219918 
9.2 -0.000620194 0.000141802 
9.3 -0.000582719 7.30902e-05 
9.4 -0.000541966 1.34316e-05 
9.5 -0.000499036 -3.76095e-05 
9.6 -0.000454901 -8.05346e-05 
9.7 -0.000410407 -0.000115894 
9.8 -0.00036628 -0.000144271 
9.9 -0.000323134 -0.00016627 
10 -0.000281477 -0.000182499 
10.1 -0.000241719 -0.000193566 
10.2 -0.000204182 -0.000200068 
10.3 -0.000169104 -0.00020258 
10.4 -0.000136653 -0.000201655 
10.5 -0.000106933 -0.000197815 
10.6 -7.9988e-05 -0.000191549 
10.7 -5.58166e-05 -0.00018331 
10.8 -3.43744e-05 -0.000173515 
10.9 -1.55823e-05 -0.000162542 
11 6.67099e-07 -0.000150732 
11.1 1.45038e-05 -0.000138386 
11.2 2.60752e-05 -0.000125772 
11.3 3.55411e-05 -0.000113119 
11.4 4.30694e-05 -0.000100625 
11.5 4.88328e-05 -8.84552e-05 
11.6 5.3005e-05 -7.67461e-05 
11.7 5.57581e-05 -6.56069e-05 
11.8 5.72603e-05 -5.51217e-05 
11.9 5.76737e-05 -4.53525e-05 
12 5.71532e-05 -3.63414e-05 
12.1 5.58446e-05 -2.81126e-05 
12.2 5.38843e-05 -2.06751e-05 
12.3 5.13984e-05 -1.40243e-05 
12.4 4.85021e-05 -8.1446e-06 
12.5 4.53e-05 -3.01101e-06 
12.6 4.18857e-05 1.40912e-06 
12.7 3.83424e-05 5.15438e-06 
12.8 3.47426e-05 8.26788e-06 
12.9 3.11493e-05 1.07959e-05 
13 2.76159e-05 1.27867e-05 
13.1 2.41869e-05 1.42897e-05 
13.2 2.08989e-05 1.53542e-05 
13.3 1.77807e-05 1.60289e-05 
13.4 1.48545e-05 1.63612e-05 
13.5 1.21361e-05 1.63968e-05 
13.6 9.63596e-06 1.6179e-05 
13.7 7.35965e-06 1.57485e-05 
13.8 5.30853e-06 1.51433e-05 
13.9 3.48033e-06 1.43984e-05 
14 1.86977e-06 1.35458e-05 
14.1 4.69046e-07 1.26142e-05 
14.2 -7.31673e-07 1.16294e-05 
14.3 -1.74378e-06 1.06142e-05 
14.4 -2.57986e-06 9.5885e-06 
14.5 -3.25327e-06 8.56933e-06 
14.6 -3.77787e-06 7.57116e-06 
14.7 -4.16773e-06 6.60598e-06 
14.8 -4.43688e-06 5.68353e-06 
14.9 -4.59907e-06 4.81146e-06 
15 -4.66768e-06 3.99551e-06 
15.1 -4.65551e-06 3.23973e-06 
15.2 -4.57467e-06 2.54666e-06 
15.3 -4.43655e-06 1.91753e-06 
15.4 -4.25171e-06 1.3524e-06 
15.5 -4.02985e-06 8.50355e-07 
15.6 -3.7798e-06 4.09673e-07 
15.7 -3.50952e-06 2.79478e-08 
15.8 -3.22608e-06 -2.9776e-07 
15.9 -2.93573e-06 -5.70803e-07 
16 -2.64388e-06 -7.94836e-07 
16.1 -2.35517e-06 -9.73714e-07 
16.2 -2.0735e-06 -1.11141e-06 
16.3 -1.80209e-06 -1.21192e-06 
16.4 -1.54354e-06 -1.27923e-06 
16.5 -1.29986e-06 -1.31723e-06 
16.6 -1.07253e-06 -1.32967e-06 
16.7 -8.62585e-07 -1.32015e-06 
16.8 -6.70626e-07 -1.29206e-06 
16.9 -4.96899e-07 -1.24857e-06 
17 -3.41339e-07 -1.19261e-06 
17.1 -2.03613e-07 -1.12687e-06 
17.2 -8.31692e-08 -1.0538e-06 
17.3 2.0725e-08 -9.75588e-07 
17.4 1.08944e-07 -8.94172e-07 
17.5 1.82471e-07 -8.11261e-07 
17.6 2.42364e-07 -7.28331e-07 
17.7 2.89734e-07 -6.4664e-07 
17.8 3.25715e-07 -5.6724e-07 
17.9 3.51446e-07 -4.90995e-07 
18 3.68054e-07 -4.18593e-07 
18.1 3.76636e-07 -3.50561e-07 
18.2 3.78249e-07 -2.87282e-07 
18.3 3.73899e-07 -2.29011e-07 
18.4 3.64533e-07 -1.7589e-07 
18.5 3.51035e-07 -1.27961e-07 
18.6 3.3422e-07 -8.51822e-08 
18.7 3.14832e-07 -4.74393e-08 
18.8 2.93547e-07 -1.45589e-08 
18.9 2.70966e-07 1.36802e-08 
19 2.47623e-07 3.7537e-08 
19.1 2.23983e-07 5.72983e-08 
19.2 2.00449e-07 7.32705e-08 
19.3 1.77361e-07 8.57723e-08 
19.4 1.55002e-07 9.51275e-08 
19.5 1.33604e-07 1.0166e-07 
19.6 1.13347e-07 1.05688e-07 
19.7 9.43696e-08 1.0752e-07 
19.8 7.67701e-08 1.07455e-07 
19.9 6.06109e-08 1.05773e-07 
