PARAMETRIC_CURVE_CARTESIAN_2D
Archimedean spiral
t1: 0
t2: 10.9956
NumPoints: 101
0 0 0 
0.109956 0.437167 0.0482637 
0.219911 0.858461 0.191889 
0.329867 1.24833 0.427399 
0.439823 1.59185 0.74907 
0.549779 1.87505 1.14903 
0.659734 2.08517 1.61742 
0.76969 2.21094 2.14255 
0.879646 2.24283 2.71112 
0.989602 2.17326 3.30847 
1.09956 1.99675 3.91885 
1.20951 1.71013 4.52573 
1.31947 1.31255 5.11206 
1.42942 0.805631 5.66066 
1.53938 0.193412 6.15448 
1.64934 -0.517622 6.57701 
1.75929 -1.31863 6.91252 
1.86925 -2.19854 7.14646 
1.9792 -3.14415 7.26569 
2.08916 -4.14037 7.25884 
2.19911 -5.17043 7.11649 
2.30907 -6.21613 6.83144 
2.41903 -7.25815 6.39892 
2.52898 -8.27634 5.81671 
2.63894 -9.25008 5.08527 
2.74889 -10.1586 4.20782 
2.85885 -10.9813 3.19037 
2.96881 -11.6984 2.0417 
3.07876 -12.2907 0.773268 
3.18872 -12.7407 -0.600836 
3.29867 -13.0322 -2.0641 
3.40863 -13.1513 -3.59778 
3.51858 -13.086 -5.18111 
3.62854 -12.8271 -6.79161 
3.7385 -12.3681 -8.40538 
3.84845 -11.7055 -9.99748 
3.95841 -10.8389 -11.5422 
4.06836 -9.77091 -13.0136 
4.17832 -8.50775 -14.3858 
4.28827 -7.05875 -15.6334 
4.39823 -5.43651 -16.7319 
4.50819 -3.65681 -17.6581 
4.61814 -1.73842 -18.3906 
4.7281 0.297063 -18.9101 
4.83805 2.42548 -19.1996 
4.94801 4.62036 -19.2452 
5.05796 6.8533 -19.0358 
5.16792 9.09428 -18.5637 
5.27788 11.3121 -17.825 
5.38783 13.4748 -16.8193 
5.49779 15.5501 -15.5501 
5.60774 17.5058 -14.0248 
5.7177 19.3105 -12.2548 
5.82765 20.9336 -10.2553 
5.93761 22.3463 -8.04517 
6.04757 23.5219 -5.6471 
6.15752 24.4359 -3.08697 
6.26748 25.0668 -0.393781 
6.37743 25.3965 2.40068 
6.48739 25.4104 5.26224 
6.59734 25.0978 8.15477 
6.7073 24.4522 11.0406 
6.81726 23.4716 13.8811 
6.92721 22.1583 16.637 
7.03717 20.5195 19.2691 
7.14712 18.5667 21.7389 
7.25708 16.3163 24.0088 
7.36703 13.789 26.0429 
7.47699 11.0099 27.8077 
7.58695 8.00796 29.2722 
7.6969 4.81624 30.4086 
7.80686 1.47101 31.1928 
7.91681 -1.9884 31.6048 
8.02677 -5.52014 31.629 
8.13672 -9.0803 31.2546 
8.24668 -12.6235 30.4758 
8.35664 -16.1034 29.2919 
8.46659 -19.4733 27.7078 
8.57655 -22.6871 25.7335 
8.6865 -25.6992 23.3845 
8.79646 -28.4659 20.6817 
8.90642 -30.9456 17.651 
9.01637 -33.0993 14.3233 
9.12633 -34.8915 10.734 
9.23628 -36.2907 6.92283 
9.34624 -37.2697 2.93319 
9.45619 -37.8061 -1.1881 
9.56615 -37.8829 -5.39153 
9.67611 -37.4885 -9.6254 
9.78606 -36.6172 -13.8365 
9.89602 -35.2697 -17.9708 
10.006 -33.4523 -21.974 
10.1159 -31.1778 -25.7925 
10.2259 -28.4653 -29.3739 
10.3358 -25.3396 -32.6677 
10.4458 -21.8317 -35.626 
10.5558 -17.9777 -38.2045 
10.6657 -13.8192 -40.3627 
10.7757 -9.40255 -42.0646 
10.8856 -4.7781 -43.2795 
