PARAMETRIC_CURVE_CARTESIAN_2D
Log spiral
t1: 0
t2: 20
NumPoints: 201
0 1 0 
0.1 0.955989 0.0959189 
0.2 0.904715 0.183395 
0.3 0.847307 0.262103 
0.4 0.784876 0.33184 
0.5 0.718504 0.39252 
0.6 0.649232 0.444164 
0.7 0.578055 0.486889 
0.8 0.505913 0.520907 
0.9 0.433683 0.546509 
1 0.362175 0.564055 
1.1 0.292132 0.57397 
1.2 0.224221 0.57673 
1.3 0.159034 0.572855 
1.4 0.0970868 0.562898 
1.5 0.0388214 0.547437 
1.6 -0.0153967 0.527068 
1.7 -0.0652748 0.502394 
1.8 -0.110591 0.474023 
1.9 -0.151192 0.442553 
2 -0.186987 0.408574 
2.1 -0.217947 0.372657 
2.2 -0.2441 0.33535 
2.3 -0.265524 0.297178 
2.4 -0.282343 0.25863 
2.5 -0.294724 0.220166 
2.6 -0.302871 0.182206 
2.7 -0.307019 0.145136 
2.8 -0.307428 0.1093 
2.9 -0.304382 0.0750014 
3 -0.29818 0.0425045 
3.1 -0.289134 0.0120328 
3.2 -0.277563 -0.0162302 
3.3 -0.263791 -0.0421394 
3.4 -0.248139 -0.0655874 
3.5 -0.230927 -0.0865021 
3.6 -0.212467 -0.104845 
3.7 -0.19306 -0.120611 
3.8 -0.172994 -0.133821 
3.9 -0.152545 -0.144524 
4 -0.131968 -0.152796 
4.1 -0.111504 -0.158729 
4.2 -0.0913719 -0.162439 
4.3 -0.0717696 -0.164054 
4.4 -0.052875 -0.163718 
4.5 -0.0348443 -0.161585 
4.6 -0.0178118 -0.157815 
4.7 -0.00189039 -0.152578 
4.8 0.012828 -0.146045 
4.9 0.0262718 -0.138387 
5 0.0383895 -0.129776 
5.1 0.049148 -0.120382 
5.2 0.0585319 -0.11037 
5.3 0.0665425 -0.0998984 
5.4 0.073196 -0.0891192 
5.5 0.0785228 -0.0781761 
5.6 0.0825656 -0.0672037 
5.7 0.0853779 -0.0563264 
5.8 0.0870232 -0.0456581 
5.9 0.0875727 -0.0353015 
6 0.0871047 -0.025348 
6.1 0.0857025 -0.0158774 
6.2 0.0834536 -0.00695817 
6.3 0.0804482 0.00135284 
6.4 0.0767779 0.00900981 
6.5 0.0725347 0.0159777 
6.6 0.0678098 0.022232 
6.7 0.062693 0.0277578 
6.8 0.0572713 0.0325496 
6.9 0.0516287 0.0366105 
7 0.0458448 0.0399514 
7.1 0.0399951 0.0425905 
7.2 0.0341497 0.0445524 
7.3 0.0283733 0.0458672 
7.4 0.022725 0.0465701 
7.5 0.017258 0.0467003 
7.6 0.012019 0.0463003 
7.7 0.00704895 0.0454155 
7.8 0.00238252 0.0440928 
7.9 -0.00195167 0.0423808 
8 -0.0059309 0.0403284 
8.1 -0.00953814 0.0379847 
8.2 -0.0127618 0.0353981 
8.3 -0.0155955 0.0326161 
8.4 -0.0180376 0.0296847 
8.5 -0.0200911 0.0266481 
8.6 -0.0217629 0.0235482 
8.7 -0.0230639 0.0204244 
8.8 -0.0240079 0.0173132 
8.9 -0.024612 0.0142484 
9 -0.0248955 0.0112606 
9.1 -0.0248799 0.00837708 
9.2 -0.0245885 0.00562195 
9.3 -0.0240456 0.00301602 
9.4 -0.0232766 0.000576865 
9.5 -0.0223075 -0.00168119 
9.6 -0.0211645 -0.00374691 
9.7 -0.0198736 -0.00561208 
9.8 -0.0184607 -0.00727135 
9.9 -0.0169508 -0.00872206 
10 -0.0153681 -0.00996409 
10.1 -0.013736 -0.0109997 
10.2 -0.0120764 -0.0118331 
10.3 -0.0104099 -0.0124707 
10.4 -0.00875559 -0.0129203 
10.5 -0.00713095 -0.0131915 
10.6 -0.0055518 -0.013295 
10.7 -0.00403222 -0.0132424 
10.8 -0.00258457 -0.0130463 
10.9 -0.00121943 -0.0127201 
11 5.43358e-05 -0.0122772 
11.1 0.00122956 -0.0117317 
11.2 0.00230074 -0.0110974 
11.3 0.00326393 -0.0103883 
11.4 0.00411672 -0.00961807 
11.5 0.0048581 -0.0087999 
11.6 0.00548837 -0.00794663 
11.7 0.00600906 -0.00707046 
11.8 0.00642278 -0.0061829 
11.9 0.00673317 -0.00529472 
12 0.0069447 -0.00441586 
12.1 0.00706263 -0.00355539 
12.2 0.00709283 -0.00272147 
12.3 0.00704171 -0.00192136 
12.4 0.0069161 -0.00116137 
12.5 0.00672311 -0.000446873 
12.6 0.00647009 0.000217667 
