PARAMETRIC_CURVE_CARTESIAN_2D
Archimedean spiral
t1: 0
t2: 10.9956
NumPoints: 101
0 0 0 
0.109956 0.874334 0.0965273 
0.219911 1.71692 0.383778 
0.329867 2.49666 0.854798 
0.439823 3.18371 1.49814 
0.549779 3.75011 2.29807 
0.659734 4.17034 3.23485 
0.76969 4.42188 4.2851 
0.879646 4.48566 5.42223 
0.989602 4.34651 6.61693 
1.09956 3.99351 7.8377 
1.20951 3.42026 9.05146 
1.31947 2.62511 10.2241 
1.42942 1.61126 11.3213 
1.53938 0.386825 12.309 
1.64934 -1.03524 13.154 
1.75929 -2.63727 13.825 
1.86925 -4.39707 14.2929 
1.9792 -6.28829 14.5314 
2.08916 -8.28074 14.5177 
2.19911 -10.3409 14.233 
2.30907 -12.4323 13.6629 
2.41903 -14.5163 12.7978 
2.52898 -16.5527 11.6334 
2.63894 -18.5002 10.1705 
2.74889 -20.3172 8.41565 
2.85885 -21.9627 6.38075 
2.96881 -23.3968 4.08339 
3.07876 -24.5815 1.54654 
3.18872 -25.4814 -1.20167 
3.29867 -26.0645 -4.12821 
3.40863 -26.3025 -7.19556 
3.51858 -26.172 -10.3622 
3.62854 -25.6542 -13.5832 
3.7385 -24.7363 -16.8108 
3.84845 -23.4111 -19.995 
3.95841 -21.6777 -23.0844 
4.06836 -19.5418 -26.0273 
4.17832 -17.0155 -28.7716 
4.28827 -14.1175 -31.2668 
4.39823 -10.873 -33.4637 
4.50819 -7.31362 -35.3161 
4.61814 -3.47684 -36.7812 
4.7281 0.594126 -37.8201 
4.83805 4.85095 -38.3992 
4.94801 9.24072 -38.4904 
5.05796 13.7066 -38.0715 
5.16792 18.1886 -37.1275 
5.27788 22.6242 -35.6501 
5.38783 26.9496 -33.6386 
5.49779 31.1002 -31.1002 
5.60774 35.0116 -28.0496 
5.7177 38.6209 -24.5096 
5.82765 41.8672 -20.5105 
5.93761 44.6927 -16.0903 
6.04757 47.0438 -11.2942 
6.15752 48.8717 -6.17394 
6.26748 50.1336 -0.787562 
6.37743 50.793 4.80136 
6.48739 50.8208 10.5245 
6.59734 50.1956 16.3095 
6.7073 48.9044 22.0812 
6.81726 46.9432 27.7621 
6.92721 44.3167 33.2739 
7.03717 41.039 38.5382 
7.14712 37.1335 43.4777 
7.25708 32.6327 48.0175 
7.36703 27.578 52.0859 
7.47699 22.0197 55.6154 
7.58695 16.0159 58.5444 
7.6969 9.63249 60.8171 
7.80686 2.94203 62.3855 
7.91681 -3.97681 63.2095 
8.02677 -11.0403 63.258 
8.13672 -18.1606 62.5092 
8.24668 -25.2469 60.9515 
8.35664 -32.2067 58.5838 
8.46659 -38.9467 55.4155 
8.57655 -45.3742 51.4669 
8.6865 -51.3985 46.769 
8.79646 -56.9319 41.3634 
8.90642 -61.8911 35.3021 
9.01637 -66.1985 28.6467 
9.12633 -69.783 21.4681 
9.23628 -72.5815 13.8457 
9.34624 -74.5394 5.86638 
9.45619 -75.6122 -2.37621 
9.56615 -75.7657 -10.7831 
9.67611 -74.9769 -19.2508 
9.78606 -73.2345 -27.673 
9.89602 -70.5393 -35.9416 
10.006 -66.9045 -43.9481 
10.1159 -62.3557 -51.5851 
10.2259 -56.9306 -58.7478 
10.3358 -50.6793 -65.3353 
10.4458 -43.6633 -71.252 
10.5558 -35.9554 -76.409 
10.6657 -27.6385 -80.7254 
10.7757 -18.8051 -84.1292 
10.8856 -9.55621 -86.559 
