PARAMETRIC_CURVE_CARTESIAN_2D
Astroid
t1: 0
t2: 6.28319
NumPoints: 101
0 5 0 
0.0628319 4.97046 0.00123781 
0.125664 4.88265 0.00984394 
0.188496 4.73899 0.0328964 
0.251327 4.5434 0.0769032 
0.314159 4.30119 0.147542 
0.376991 4.01889 0.249433 
0.439823 3.70396 0.385943 
0.502655 3.36464 0.559043 
0.565487 3.00956 0.769207 
0.628319 2.64754 1.01537 
0.69115 2.28723 1.29496 
0.753982 1.93685 1.60391 
0.816814 1.60391 1.93685 
0.879646 1.29496 2.28723 
0.942478 1.01537 2.64754 
1.00531 0.769207 3.00956 
1.06814 0.559043 3.36464 
1.13097 0.385943 3.70396 
1.19381 0.249433 4.01889 
1.25664 0.147542 4.30119 
1.31947 0.0769032 4.5434 
1.3823 0.0328964 4.73899 
1.44513 0.00984394 4.88265 
1.50796 0.00123781 4.97046 
1.5708 -1.10668e-45 5 
1.63363 -0.00123781 4.97046 
1.69646 -0.00984394 4.88265 
1.75929 -0.0328964 4.73899 
1.82212 -0.0769032 4.5434 
1.88496 -0.147542 4.30119 
1.94779 -0.249433 4.01889 
2.01062 -0.385943 3.70396 
2.07345 -0.559043 3.36464 
2.13628 -0.769207 3.00956 
2.19911 -1.01537 2.64754 
2.26195 -1.29496 2.28723 
2.32478 -1.60391 1.93685 
2.38761 -1.93685 1.60391 
2.45044 -2.28723 1.29496 
2.51327 -2.64754 1.01537 
2.57611 -3.00956 0.769207 
2.63894 -3.36464 0.559043 
2.70177 -3.70396 0.385943 
2.7646 -4.01889 0.249433 
2.82743 -4.30119 0.147542 
2.89027 -4.5434 0.0769032 
2.9531 -4.73899 0.0328964 
3.01593 -4.88265 0.00984394 
3.07876 -4.97046 0.00123781 
3.14159 -5 -8.21359e-44 
3.20442 -4.97046 -0.00123781 
3.26726 -4.88265 -0.00984394 
3.33009 -4.73899 -0.0328964 
3.39292 -4.5434 -0.0769032 
3.45575 -4.30119 -0.147542 
3.51858 -4.01889 -0.249433 
3.58142 -3.70396 -0.385943 
3.64425 -3.36464 -0.559043 
3.70708 -3.00956 -0.769207 
3.76991 -2.64754 -1.01537 
3.83274 -2.28723 -1.29496 
3.89557 -1.93685 -1.60391 
3.95841 -1.60391 -1.93685 
4.02124 -1.29496 -2.28723 
4.08407 -1.01537 -2.64754 
4.1469 -0.769207 -3.00956 
4.20973 -0.559043 -3.36464 
4.27257 -0.385943 -3.70396 
4.3354 -0.249433 -4.01889 
4.39823 -0.147542 -4.30119 
4.46106 -0.0769032 -4.5434 
4.52389 -0.0328964 -4.73899 
4.58673 -0.00984394 -4.88265 
4.64956 -0.00123781 -4.97046 
4.71239 -3.09939e-47 -5 
4.77522 0.00123781 -4.97046 
4.83805 0.00984394 -4.88265 
4.90088 0.0328964 -4.73899 
4.96372 0.0769032 -4.5434 
5.02655 0.147542 -4.30119 
5.08938 0.249433 -4.01889 
5.15221 0.385943 -3.70396 
5.21504 0.559043 -3.36464 
5.27788 0.769207 -3.00956 
5.34071 1.01537 -2.64754 
5.40354 1.29496 -2.28723 
5.46637 1.60391 -1.93685 
5.5292 1.93685 -1.60391 
5.59203 2.28723 -1.29496 
5.65487 2.64754 -1.01537 
5.7177 3.00956 -0.769207 
5.78053 3.36464 -0.559043 
5.84336 3.70396 -0.385943 
5.90619 4.01889 -0.249433 
5.96903 4.30119 -0.147542 
6.03186 4.5434 -0.0769032 
6.09469 4.73899 -0.0328964 
6.15752 4.88265 -0.00984394 
6.22035 4.97046 -0.00123781 
6.28319 5 -3.80113e-42 
