PARAMETRIC_CURVE_CARTESIAN_2D
Astroid
t1: 0
t2: 6.28319
NumPoints: 101
0 3 0 
0.0628319 2.98228 0.000742683 
0.125664 2.92959 0.00590636 
0.188496 2.84339 0.0197379 
0.251327 2.72604 0.0461419 
0.314159 2.58072 0.0885255 
0.376991 2.41133 0.14966 
0.439823 2.22238 0.231566 
0.502655 2.01878 0.335426 
0.565487 1.80574 0.461524 
0.628319 1.58853 0.609224 
0.69115 1.37234 0.776974 
0.753982 1.16211 0.962346 
0.816814 0.962346 1.16211 
0.879646 0.776974 1.37234 
0.942478 0.609224 1.58853 
1.00531 0.461524 1.80574 
1.06814 0.335426 2.01878 
1.13097 0.231566 2.22238 
1.19381 0.14966 2.41133 
1.25664 0.0885255 2.58072 
1.31947 0.0461419 2.72604 
1.3823 0.0197379 2.84339 
1.44513 0.00590636 2.92959 
1.50796 0.000742683 2.98228 
1.5708 -6.64011e-46 3 
1.63363 -0.000742683 2.98228 
1.69646 -0.00590636 2.92959 
1.75929 -0.0197379 2.84339 
1.82212 -0.0461419 2.72604 
1.88496 -0.0885255 2.58072 
1.94779 -0.14966 2.41133 
2.01062 -0.231566 2.22238 
2.07345 -0.335426 2.01878 
2.13628 -0.461524 1.80574 
2.19911 -0.609224 1.58853 
2.26195 -0.776974 1.37234 
2.32478 -0.962346 1.16211 
2.38761 -1.16211 0.962346 
2.45044 -1.37234 0.776974 
2.51327 -1.58853 0.609224 
2.57611 -1.80574 0.461524 
2.63894 -2.01878 0.335426 
2.70177 -2.22238 0.231566 
2.7646 -2.41133 0.14966 
2.82743 -2.58072 0.0885255 
2.89027 -2.72604 0.0461419 
2.9531 -2.84339 0.0197379 
3.01593 -2.92959 0.00590636 
3.07876 -2.98228 0.000742683 
3.14159 -3 -4.92815e-44 
3.20442 -2.98228 -0.000742683 
3.26726 -2.92959 -0.00590636 
3.33009 -2.84339 -0.0197379 
3.39292 -2.72604 -0.0461419 
3.45575 -2.58072 -0.0885255 
3.51858 -2.41133 -0.14966 
3.58142 -2.22238 -0.231566 
3.64425 -2.01878 -0.335426 
3.70708 -1.80574 -0.461524 
3.76991 -1.58853 -0.609224 
3.83274 -1.37234 -0.776974 
3.89557 -1.16211 -0.962346 
3.95841 -0.962346 -1.16211 
4.02124 -0.776974 -1.37234 
4.08407 -0.609224 -1.58853 
4.1469 -0.461524 -1.80574 
4.20973 -0.335426 -2.01878 
4.27257 -0.231566 -2.22238 
4.3354 -0.14966 -2.41133 
4.39823 -0.0885255 -2.58072 
4.46106 -0.0461419 -2.72604 
4.52389 -0.0197379 -2.84339 
4.58673 -0.00590636 -2.92959 
4.64956 -0.000742683 -2.98228 
4.71239 -1.85963e-47 -3 
4.77522 0.000742683 -2.98228 
4.83805 0.00590636 -2.92959 
4.90088 0.0197379 -2.84339 
4.96372 0.0461419 -2.72604 
5.02655 0.0885255 -2.58072 
5.08938 0.14966 -2.41133 
5.15221 0.231566 -2.22238 
5.21504 0.335426 -2.01878 
5.27788 0.461524 -1.80574 
5.34071 0.609224 -1.58853 
5.40354 0.776974 -1.37234 
5.46637 0.962346 -1.16211 
5.5292 1.16211 -0.962346 
5.59203 1.37234 -0.776974 
5.65487 1.58853 -0.609224 
5.7177 1.80574 -0.461524 
5.78053 2.01878 -0.335426 
5.84336 2.22238 -0.231566 
5.90619 2.41133 -0.14966 
5.96903 2.58072 -0.0885255 
6.03186 2.72604 -0.0461419 
6.09469 2.84339 -0.0197379 
6.15752 2.92959 -0.00590636 
6.22035 2.98228 -0.000742683 
6.28319 3 -2.28068e-42 
