PARAMETRIC_CURVE_CARTESIAN_2D
Log spiral
t1: 0
t2: 20
NumPoints: 201
0 1 0 
0.1 0.93706 0.0940196 
0.2 0.869241 0.176204 
0.3 0.797964 0.246839 
0.4 0.724532 0.306327 
0.5 0.650129 0.355167 
0.6 0.575817 0.393938 
0.7 0.502537 0.423281 
0.8 0.431111 0.443888 
0.9 0.362242 0.456482 
1 0.296524 0.461809 
1.1 0.234442 0.460622 
1.2 0.176378 0.453672 
1.3 0.122623 0.441701 
1.4 0.0733766 0.425429 
1.5 0.0287596 0.405551 
1.6 -0.0111803 0.38273 
1.7 -0.0464607 0.357589 
1.8 -0.0771568 0.330714 
1.9 -0.103394 0.302645 
2 -0.125341 0.273875 
2.1 -0.143202 0.244853 
2.2 -0.157209 0.215978 
2.3 -0.167621 0.187603 
2.4 -0.174709 0.160036 
2.5 -0.178759 0.133537 
2.6 -0.180063 0.108325 
2.7 -0.178915 0.0845779 
2.8 -0.175606 0.0624331 
2.9 -0.170423 0.0419931 
3 -0.163645 0.023327 
3.1 -0.155538 0.00647297 
3.2 -0.146357 -0.00855806 
3.3 -0.136341 -0.0217798 
3.4 -0.125712 -0.0332277 
3.5 -0.114675 -0.0429557 
3.6 -0.103419 -0.0510337 
3.7 -0.0921114 -0.057545 
3.8 -0.0809035 -0.0625834 
3.9 -0.0699273 -0.0662509 
4 -0.0592972 -0.0686556 
4.1 -0.0491101 -0.0699095 
4.2 -0.0394462 -0.0701266 
4.3 -0.0303702 -0.0694216 
4.4 -0.0219317 -0.0679075 
4.5 -0.0141666 -0.0656954 
4.6 -0.00709833 -0.0628925 
4.7 -0.000738438 -0.0596014 
4.8 0.00491173 -0.0559195 
4.9 0.00986011 -0.0519381 
5 0.0141227 -0.047742 
5.1 0.0177225 -0.0434093 
5.2 0.0206884 -0.0390109 
5.3 0.023054 -0.0346104 
5.4 0.024857 -0.0302645 
5.5 0.026138 -0.0260226 
5.6 0.0269395 -0.0219272 
5.7 0.0273055 -0.0180143 
5.8 0.0272806 -0.0143132 
5.9 0.0269092 -0.0108474 
6 0.0262354 -0.00763467 
6.1 0.025302 -0.0046875 
6.2 0.0241502 -0.00201359 
6.3 0.0228195 0.000383738 
6.4 0.0213471 0.00250506 
6.5 0.019768 0.00435444 
6.6 0.0181144 0.00593895 
6.7 0.0164159 0.00726826 
6.8 0.0146993 0.0083542 
6.9 0.0129887 0.00921041 
7 0.0113052 0.00985189 
7.1 0.00966738 0.0102947 
7.2 0.008091 0.0105557 
7.3 0.00658931 0.010652 
7.4 0.00517308 0.0106011 
7.5 0.00385077 0.0104202 
7.6 0.0026287 0.0101264 
7.7 0.00151116 0.00973622 
7.8 0.000500653 0.0092655 
7.9 -0.000401996 0.00872939 
8 -0.00119743 0.00814217 
8.1 -0.00188759 0.00751712 
8.2 -0.00247554 0.00686652 
8.3 -0.00296531 0.00620159 
8.4 -0.00336174 0.00553246 
8.5 -0.00367031 0.00486817 
8.6 -0.00389701 0.00421669 
8.7 -0.00404818 0.00358489 
8.8 -0.00413044 0.00297865 
8.9 -0.00415052 0.00240283 
9 -0.00411519 0.00186137 
9.1 -0.00403119 0.0013573 
9.2 -0.00390508 0.000892863 
9.3 -0.00374324 0.000469512 
9.4 -0.00355178 8.80238e-05 
9.5 -0.0033365 -0.000251453 
