PARAMETRIC_CURVE_CARTESIAN_2D
Deltoid
t1: 0
t2: 6.28319
NumPoints: 101
0 32 0 
0.0628319 31.9053 0.00198244 
0.125664 31.6225 0.0158126 
0.188496 31.1548 0.0531046 
0.251327 30.5078 0.125009 
0.314159 29.689 0.24199 
0.376991 28.7082 0.413616 
0.439823 27.5766 0.648363 
0.502655 26.3075 0.953435 
0.565487 24.9155 1.33461 
0.628319 23.4164 1.79611 
0.69115 21.8273 2.34049 
0.753982 20.1658 2.96854 
0.816814 18.4504 3.67928 
0.879646 16.6997 4.46991 
0.942478 14.9324 5.33582 
1.00531 13.167 6.27063 
1.06814 11.4214 7.26628 
1.13097 9.71308 8.31313 
1.19381 8.05824 9.40005 
1.25664 6.47214 10.5146 
1.31947 4.96858 11.6433 
1.3823 3.55989 12.7716 
1.44513 2.25667 13.8843 
1.50796 1.06773 14.9658 
1.5708 -9.67842e-15 16 
1.63363 -0.941566 16.9711 
1.69646 -1.754 17.8634 
1.75929 -2.43631 18.6616 
1.82212 -2.98949 19.3514 
1.88496 -3.41641 19.9192 
1.94779 -3.72174 20.3528 
2.01062 -3.91186 20.6413 
2.07345 -3.99467 20.7755 
2.13628 -3.97946 20.7479 
2.19911 -3.8767 20.5527 
2.26195 -3.69783 20.1865 
2.32478 -3.45508 19.6477 
2.38761 -3.16117 18.937 
2.45044 -2.82916 18.0571 
2.51327 -2.47214 17.013 
2.57611 -2.10301 15.8118 
2.63894 -1.73429 14.4627 
2.70177 -1.37784 12.9766 
2.7646 -1.04467 11.3664 
2.82743 -0.744768 9.64655 
2.89027 -0.486877 7.83307 
2.9531 -0.278384 5.9431 
3.01593 -0.12517 3.99485 
3.07876 -0.03151 2.00731 
3.14159 -0 -8.13463e-14 
3.20442 -0.03151 -2.00731 
3.26726 -0.12517 -3.99485 
3.33009 -0.278384 -5.9431 
3.39292 -0.486877 -7.83307 
3.45575 -0.744768 -9.64655 
3.51858 -1.04467 -11.3664 
3.58142 -1.37784 -12.9766 
3.64425 -1.73429 -14.4627 
3.70708 -2.10301 -15.8118 
3.76991 -2.47214 -17.013 
3.83274 -2.82916 -18.0571 
3.89557 -3.16117 -18.937 
3.95841 -3.45508 -19.6477 
4.02124 -3.69783 -20.1865 
4.08407 -3.8767 -20.5527 
4.1469 -3.97946 -20.7479 
4.20973 -3.99467 -20.7755 
4.27257 -3.91186 -20.6413 
4.3354 -3.72174 -20.3528 
4.39823 -3.41641 -19.9192 
4.46106 -2.98949 -19.3514 
4.52389 -2.43631 -18.6616 
4.58673 -1.754 -17.8634 
4.64956 -0.941566 -16.9711 
4.71239 -2.93915e-15 -16 
4.77522 1.06773 -14.9658 
4.83805 2.25667 -13.8843 
4.90088 3.55989 -12.7716 
4.96372 4.96858 -11.6433 
5.02655 6.47214 -10.5146 
5.08938 8.05824 -9.40005 
5.15221 9.71308 -8.31313 
5.21504 11.4214 -7.26628 
5.27788 13.167 -6.27063 
5.34071 14.9324 -5.33582 
5.40354 16.6997 -4.46991 
5.46637 18.4504 -3.67928 
5.5292 20.1658 -2.96854 
5.59203 21.8273 -2.34049 
5.65487 23.4164 -1.79611 
5.7177 24.9155 -1.33461 
5.78053 26.3075 -0.953435 
5.84336 27.5766 -0.648363 
5.90619 28.7082 -0.413616 
5.96903 29.689 -0.24199 
6.03186 30.5078 -0.125009 
6.09469 31.1548 -0.0531046 
6.15752 31.6225 -0.0158126 
6.22035 31.9053 -0.00198244 
6.28319 32 -0 
