PARAMETRIC_CURVE_CARTESIAN_2D
Log spiral
t1: 0
t2: 20
NumPoints: 201
0 1 0 
0.1 0.965597 0.0968829 
0.2 0.922992 0.1871 
0.3 0.873112 0.270085 
0.4 0.816908 0.345383 
0.5 0.755342 0.412645 
0.6 0.689378 0.471629 
0.7 0.619969 0.522193 
0.8 0.548049 0.564292 
0.9 0.474524 0.597976 
1 0.400266 0.623377 
1.1 0.326101 0.64071 
1.2 0.252808 0.650262 
1.3 0.181112 0.652384 
1.4 0.111676 0.647487 
1.5 0.045104 0.636031 
1.6 -0.0180682 0.61852 
1.7 -0.0773705 0.59549 
1.8 -0.132402 0.567508 
1.9 -0.182828 0.535157 
2 -0.228386 0.499033 
2.1 -0.268877 0.459738 
2.2 -0.304168 0.417872 
2.3 -0.334188 0.374028 
2.4 -0.358928 0.328783 
2.5 -0.378433 0.282698 
2.6 -0.392803 0.236309 
2.7 -0.402184 0.190123 
2.8 -0.406767 0.144618 
2.9 -0.406784 0.100234 
3 -0.402501 0.0573751 
3.1 -0.394212 0.0164058 
3.2 -0.38224 -0.022351 
3.3 -0.366924 -0.0586146 
3.4 -0.348623 -0.0921468 
3.5 -0.327702 -0.122752 
3.6 -0.304535 -0.150278 
3.7 -0.279499 -0.174612 
3.8 -0.252967 -0.195684 
3.9 -0.225305 -0.21346 
4 -0.196874 -0.227945 
4.1 -0.168017 -0.239176 
4.2 -0.139064 -0.247226 
4.3 -0.110328 -0.252194 
4.4 -0.0820995 -0.254207 
4.5 -0.0546468 -0.253415 
4.6 -0.0282152 -0.249991 
4.7 -0.00302461 -0.244125 
4.8 0.0207309 -0.236019 
4.9 0.0428839 -0.225891 
5 0.0632936 -0.213965 
5.1 0.0818457 -0.200472 
5.2 0.0984523 -0.185646 
5.3 0.113051 -0.169721 
5.4 0.125605 -0.152929 
5.5 0.1361 -0.135499 
5.6 0.144545 -0.117652 
5.7 0.150971 -0.0996002 
5.8 0.155427 -0.0815472 
5.9 0.15798 -0.0636835 
6 0.158715 -0.0461871 
6.1 0.15773 -0.0292213 
6.2 0.155134 -0.0129347 
6.3 0.15105 0.00254011 
6.4 0.145608 0.0170869 
6.5 0.138943 0.030606 
6.6 0.131198 0.0430143 
6.7 0.122517 0.0542453 
6.8 0.113047 0.0642489 
6.9 0.102933 0.0729909 
7 0.0923202 0.0804522 
7.1 0.0813497 0.0866287 
7.2 0.0701582 0.0915298 
7.3 0.0588769 0.0951781 
7.4 0.0476302 0.0976079 
7.5 0.0365351 0.0988645 
7.6 0.0256999 0.0990029 
7.7 0.0152241 0.0980868 
7.8 0.0051974 0.0961873 
7.9 -0.00430031 0.0933818 
8 -0.0131995 0.0897526 
8.1 -0.0214409 0.085386 
8.2 -0.0289757 0.0803713 
8.3 -0.0357654 0.074799 
8.4 -0.0417818 0.0687607 
8.5 -0.0470061 0.0623472 
8.6 -0.0514293 0.0556482 
8.7 -0.0550514 0.0487511 
8.8 -0.0578806 0.0417404 
8.9 -0.0599333 0.0346968 
9 -0.061233 0.0276966 
9.1 -0.0618097 0.0208114 
9.2 -0.0616996 0.0141071 
9.3 -0.0609437 0.00764414 
9.4 -0.0595876 0.00147676 
9.5 -0.0576807 -0.00434707 
9.6 -0.0552752 -0.00978579 
9.7 -0.0524255 -0.0148044 
9.8 -0.0491877 -0.0193742 
9.9 -0.0456184 -0.0234731 
10 -0.0417749 -0.0270852 
10.1 -0.0377136 -0.0302007 
10.2 -0.0334903 -0.0328155 
10.3 -0.0291589 -0.0349312 
10.4 -0.0247715 -0.0365545 
10.5 -0.0203778 -0.0376968 
10.6 -0.0160245 -0.0383742 
10.7 -0.0117554 -0.0386065 
10.8 -0.00761072 -0.0384173 
10.9 -0.00362691 -0.037833 
11 0.000163234 -0.0368828 
11.1 0.00373093 -0.0355981 
11.2 0.00705143 -0.034012 
11.3 0.010104 -0.0321587 
11.4 0.012872 -0.0300735 
11.5 0.0153428 -0.0277918 
11.6 0.0175075 -0.0253492 
11.7 0.0193611 -0.022781 
11.8 0.0209021 -0.0201215 
11.9 0.0221325 -0.0174042 
12 0.0230572 -0.0146612 
