PARAMETRIC_CURVE_CARTESIAN_2D
Astroid
t1: 0
t2: 6.28319
NumPoints: 101
0 6 0 
0.0628319 5.96455 0.00148537 
0.125664 5.85918 0.0118127 
0.188496 5.68678 0.0394757 
0.251327 5.45208 0.0922838 
0.314159 5.16143 0.177051 
0.376991 4.82266 0.29932 
0.439823 4.44476 0.463132 
0.502655 4.03757 0.670851 
0.565487 3.61148 0.923049 
0.628319 3.17705 1.21845 
0.69115 2.74468 1.55395 
0.753982 2.32422 1.92469 
0.816814 1.92469 2.32422 
0.879646 1.55395 2.74468 
0.942478 1.21845 3.17705 
1.00531 0.923049 3.61148 
1.06814 0.670851 4.03757 
1.13097 0.463132 4.44476 
1.19381 0.29932 4.82266 
1.25664 0.177051 5.16143 
1.31947 0.0922838 5.45208 
1.3823 0.0394757 5.68678 
1.44513 0.0118127 5.85918 
1.50796 0.00148537 5.96455 
1.5708 -1.32802e-45 6 
1.63363 -0.00148537 5.96455 
1.69646 -0.0118127 5.85918 
1.75929 -0.0394757 5.68678 
1.82212 -0.0922838 5.45208 
1.88496 -0.177051 5.16143 
1.94779 -0.29932 4.82266 
2.01062 -0.463132 4.44476 
2.07345 -0.670851 4.03757 
2.13628 -0.923049 3.61148 
2.19911 -1.21845 3.17705 
2.26195 -1.55395 2.74468 
2.32478 -1.92469 2.32422 
2.38761 -2.32422 1.92469 
2.45044 -2.74468 1.55395 
2.51327 -3.17705 1.21845 
2.57611 -3.61148 0.923049 
2.63894 -4.03757 0.670851 
2.70177 -4.44476 0.463132 
2.7646 -4.82266 0.29932 
2.82743 -5.16143 0.177051 
2.89027 -5.45208 0.0922838 
2.9531 -5.68678 0.0394757 
3.01593 -5.85918 0.0118127 
3.07876 -5.96455 0.00148537 
3.14159 -6 -9.8563e-44 
3.20442 -5.96455 -0.00148537 
3.26726 -5.85918 -0.0118127 
3.33009 -5.68678 -0.0394757 
3.39292 -5.45208 -0.0922838 
3.45575 -5.16143 -0.177051 
3.51858 -4.82266 -0.29932 
3.58142 -4.44476 -0.463132 
3.64425 -4.03757 -0.670851 
3.70708 -3.61148 -0.923049 
3.76991 -3.17705 -1.21845 
3.83274 -2.74468 -1.55395 
3.89557 -2.32422 -1.92469 
3.95841 -1.92469 -2.32422 
4.02124 -1.55395 -2.74468 
4.08407 -1.21845 -3.17705 
4.1469 -0.923049 -3.61148 
4.20973 -0.670851 -4.03757 
4.27257 -0.463132 -4.44476 
4.3354 -0.29932 -4.82266 
4.39823 -0.177051 -5.16143 
4.46106 -0.0922838 -5.45208 
4.52389 -0.0394757 -5.68678 
4.58673 -0.0118127 -5.85918 
4.64956 -0.00148537 -5.96455 
4.71239 -3.71927e-47 -6 
4.77522 0.00148537 -5.96455 
4.83805 0.0118127 -5.85918 
4.90088 0.0394757 -5.68678 
4.96372 0.0922838 -5.45208 
5.02655 0.177051 -5.16143 
5.08938 0.29932 -4.82266 
5.15221 0.463132 -4.44476 
5.21504 0.670851 -4.03757 
5.27788 0.923049 -3.61148 
5.34071 1.21845 -3.17705 
5.40354 1.55395 -2.74468 
5.46637 1.92469 -2.32422 
5.5292 2.32422 -1.92469 
5.59203 2.74468 -1.55395 
5.65487 3.17705 -1.21845 
5.7177 3.61148 -0.923049 
5.78053 4.03757 -0.670851 
5.84336 4.44476 -0.463132 
5.90619 4.82266 -0.29932 
5.96903 5.16143 -0.177051 
6.03186 5.45208 -0.0922838 
6.09469 5.68678 -0.0394757 
6.15752 5.85918 -0.0118127 
6.22035 5.96455 -0.00148537 
6.28319 6 -4.56136e-42 
