PARAMETRIC_CURVE_CARTESIAN_2D
Archimedean spiral
t1: 0
t2: 10.9956
NumPoints: 101
0 0 0 
0.109956 0.765042 0.0844614 
0.219911 1.50231 0.335805 
0.329867 2.18458 0.747948 
0.439823 2.78575 1.31087 
0.549779 3.28134 2.01081 
0.659734 3.64905 2.83049 
0.76969 3.86914 3.74946 
0.879646 3.92495 4.74445 
0.989602 3.8032 5.78981 
1.09956 3.49432 6.85799 
1.20951 2.99273 7.92002 
1.31947 2.29697 8.94611 
1.42942 1.40985 9.90615 
1.53938 0.338472 10.7703 
1.64934 -0.905838 11.5098 
1.75929 -2.30761 12.0969 
1.86925 -3.84744 12.5063 
1.9792 -5.50226 12.715 
2.08916 -7.24564 12.703 
2.19911 -9.04825 12.4538 
2.30907 -10.8782 11.955 
2.41903 -12.7018 11.1981 
2.52898 -14.4836 10.1792 
2.63894 -16.1876 8.89923 
2.74889 -17.7775 7.36369 
2.85885 -19.2173 5.58315 
2.96881 -20.4722 3.57297 
3.07876 -21.5088 1.35322 
3.18872 -22.2962 -1.05146 
3.29867 -22.8064 -3.61218 
3.40863 -23.0147 -6.29612 
3.51858 -22.9005 -9.06694 
3.62854 -22.4474 -11.8853 
3.7385 -21.6443 -14.7094 
3.84845 -20.4847 -17.4956 
3.95841 -18.968 -20.1989 
4.06836 -17.0991 -22.7738 
4.17832 -14.8886 -25.1752 
4.28827 -12.3528 -27.3584 
4.39823 -9.51389 -29.2808 
4.50819 -6.39942 -30.9016 
4.61814 -3.04224 -32.1835 
4.7281 0.51986 -33.0926 
4.83805 4.24458 -33.5993 
4.94801 8.08563 -33.6791 
5.05796 11.9933 -33.3126 
5.16792 15.915 -32.4865 
5.27788 19.7962 -31.1938 
5.38783 23.5809 -29.4338 
5.49779 27.2127 -27.2127 
5.60774 30.6352 -24.5434 
5.7177 33.7933 -21.4459 
5.82765 36.6338 -17.9467 
5.93761 39.1061 -14.0791 
6.04757 41.1633 -9.88243 
6.15752 42.7628 -5.40219 
6.26748 43.8669 -0.689117 
6.37743 44.4439 4.20119 
6.48739 44.4682 9.20892 
6.59734 43.9211 14.2708 
6.7073 42.7914 19.3211 
6.81726 41.0753 24.2919 
6.92721 38.7771 29.1147 
7.03717 35.9091 33.7209 
7.14712 32.4918 38.043 
7.25708 28.5536 42.0153 
7.36703 24.1308 45.5751 
7.47699 19.2672 48.6635 
7.58695 14.0139 51.2263 
7.6969 8.42843 53.215 
7.80686 2.57427 54.5873 
7.91681 -3.47971 55.3083 
8.02677 -9.66025 55.3507 
8.13672 -15.8905 54.6955 
8.24668 -22.0911 53.3326 
8.35664 -28.1809 51.2608 
8.46659 -34.0783 48.4886 
8.57655 -39.7024 45.0335 
8.6865 -44.9737 40.9229 
8.79646 -49.8154 36.193 
8.90642 -54.1548 30.8893 
9.01637 -57.9237 25.0658 
9.12633 -61.0602 18.7846 
9.23628 -63.5088 12.1149 
9.34624 -65.222 5.13308 
9.45619 -66.1607 -2.07918 
9.56615 -66.295 -9.43518 
9.67611 -65.6048 -16.8444 
9.78606 -64.0802 -24.2139 
9.89602 -61.7219 -31.4489 
10.006 -58.5415 -38.4546 
10.1159 -54.5612 -45.1369 
10.2259 -49.8143 -51.4043 
10.3358 -44.3444 -57.1684 
10.4458 -38.2054 -62.3455 
10.5558 -31.4609 -66.8579 
10.6657 -24.1837 -70.6347 
10.7757 -16.4545 -73.613 
10.8856 -8.36168 -75.7392 
