PARAMETRIC_CURVE_CARTESIAN_2D
Archimedean spiral
t1: 0
t2: 10.9956
NumPoints: 101
0 0 0 
0.109956 0.218583 0.0241318 
0.219911 0.429231 0.0959444 
0.329867 0.624165 0.213699 
0.439823 0.795927 0.374535 
0.549779 0.937527 0.574517 
0.659734 1.04258 0.808712 
0.76969 1.10547 1.07127 
0.879646 1.12141 1.35556 
0.989602 1.08663 1.65423 
1.09956 0.998377 1.95943 
1.20951 0.855065 2.26286 
1.31947 0.656277 2.55603 
1.42942 0.402815 2.83033 
1.53938 0.0967062 3.07724 
1.64934 -0.258811 3.2885 
1.75929 -0.659317 3.45626 
1.86925 -1.09927 3.57323 
1.9792 -1.57207 3.63285 
2.08916 -2.07018 3.62942 
2.19911 -2.58521 3.55824 
2.30907 -3.10807 3.41572 
2.41903 -3.62908 3.19946 
2.52898 -4.13817 2.90836 
2.63894 -4.62504 2.54264 
2.74889 -5.07929 2.10391 
2.85885 -5.49067 1.59519 
2.96881 -5.8492 1.02085 
3.07876 -6.14537 0.386634 
3.18872 -6.37035 -0.300418 
3.29867 -6.51612 -1.03205 
3.40863 -6.57563 -1.79889 
3.51858 -6.54299 -2.59055 
3.62854 -6.41356 -3.3958 
3.7385 -6.18407 -4.20269 
3.84845 -5.85277 -4.99874 
3.95841 -5.41943 -5.77111 
4.06836 -4.88545 -6.50681 
4.17832 -4.25387 -7.19291 
4.28827 -3.52937 -7.81669 
4.39823 -2.71826 -8.36593 
4.50819 -1.82841 -8.82904 
4.61814 -0.869211 -9.19529 
4.7281 0.148531 -9.45503 
4.83805 1.21274 -9.59981 
4.94801 2.31018 -9.62259 
5.05796 3.42665 -9.51788 
5.16792 4.54714 -9.28187 
5.27788 5.65605 -8.91252 
5.38783 6.7374 -8.40965 
5.49779 7.77505 -7.77505 
5.60774 8.75291 -7.0124 
5.7177 9.65523 -6.12739 
5.82765 10.4668 -5.12763 
5.93761 11.1732 -4.02259 
6.04757 11.7609 -2.82355 
6.15752 12.2179 -1.54348 
6.26748 12.5334 -0.196891 
6.37743 12.6983 1.20034 
6.48739 12.7052 2.63112 
6.59734 12.5489 4.07738 
6.7073 12.2261 5.5203 
6.81726 11.7358 6.94053 
6.92721 11.0792 8.31848 
7.03717 10.2597 9.63455 
7.14712 9.28337 10.8694 
7.25708 8.15817 12.0044 
7.36703 6.89451 13.0215 
7.47699 5.50493 13.9039 
7.58695 4.00398 14.6361 
7.6969 2.40812 15.2043 
7.80686 0.735507 15.5964 
7.91681 -0.994202 15.8024 
8.02677 -2.76007 15.8145 
8.13672 -4.54015 15.6273 
8.24668 -6.31174 15.2379 
8.35664 -8.05168 14.646 
8.46659 -9.73667 13.8539 
8.57655 -11.3435 12.8667 
8.6865 -12.8496 11.6923 
8.79646 -14.233 10.3409 
8.90642 -15.4728 8.82552 
9.01637 -16.5496 7.16167 
9.12633 -17.4458 5.36702 
9.23628 -18.1454 3.46141 
9.34624 -18.6349 1.46659 
9.45619 -18.9031 -0.594052 
9.56615 -18.9414 -2.69576 
9.67611 -18.7442 -4.8127 
9.78606 -18.3086 -6.91825 
9.89602 -17.6348 -8.9854 
10.006 -16.7261 -10.987 
10.1159 -15.5889 -12.8963 
10.2259 -14.2326 -14.687 
10.3358 -12.6698 -16.3338 
10.4458 -10.9158 -17.813 
10.5558 -8.98884 -19.1023 
10.6657 -6.90962 -20.1813 
10.7757 -4.70128 -21.0323 
10.8856 -2.38905 -21.6398 
