PARAMETRIC_CURVE_CARTESIAN_2D
Log spiral
t1: 0
t2: 20
NumPoints: 201
0 1 0 
0.1 0.909365 0.0912409 
0.2 0.81862 0.165943 
0.3 0.729284 0.225594 
0.4 0.642602 0.271688 
0.5 0.559571 0.305695 
0.6 0.480963 0.329044 
0.7 0.407349 0.343105 
0.8 0.339124 0.349175 
0.9 0.276528 0.348469 
1 0.219671 0.342117 
1.1 0.168546 0.331152 
1.2 0.123055 0.316516 
1.3 0.0830228 0.299057 
1.4 0.0482119 0.279527 
1.5 0.0183379 0.258591 
1.6 -0.00691818 0.236827 
1.7 -0.0278994 0.214731 
1.8 -0.044963 0.192723 
1.9 -0.058472 0.171153 
2 -0.0687886 0.150306 
2.1 -0.076268 0.130407 
2.2 -0.0812539 0.111628 
2.3 -0.0840746 0.0940974 
2.4 -0.08504 0.0778979 
2.5 -0.0844399 0.0630785 
2.6 -0.0825421 0.049657 
2.7 -0.0795916 0.0376252 
2.8 -0.0758108 0.026953 
2.9 -0.071399 0.0175931 
3 -0.066533 0.00948404 
3.1 -0.0613681 0.00255393 
3.2 -0.056039 -0.00327682 
3.3 -0.050661 -0.00809288 
3.4 -0.0453309 -0.0119817 
3.5 -0.0401292 -0.0150318 
3.6 -0.0351206 -0.0173308 
3.7 -0.0303561 -0.0189645 
3.8 -0.0258745 -0.0200154 
3.9 -0.0217031 -0.0205621 
4 -0.01786 -0.0206787 
4.1 -0.0143545 -0.020434 
4.2 -0.0111891 -0.0198917 
4.3 -0.00836002 -0.0191097 
4.4 -0.00585872 -0.0181405 
4.5 -0.00367256 -0.0170309 
4.6 -0.00178579 -0.0158224 
4.7 -0.000180285 -0.0145513 
4.8 0.00116373 -0.0132489 
4.9 0.00226709 -0.0119419 
5 0.0031512 -0.0106527 
5.1 0.00383755 -0.00939967 
5.2 0.00434737 -0.00819759 
5.3 0.00470131 -0.00705794 
5.4 0.00491918 -0.0059893 
5.5 0.0050198 -0.00499763 
5.6 0.00502082 -0.00408666 
5.7 0.00493863 -0.00325816 
5.8 0.0047883 -0.00251226 
5.9 0.00458353 -0.00184767 
6 0.00433669 -0.001262 
6.1 0.00405878 -0.000751938 
6.2 0.00375952 -0.00031346 
6.3 0.00344738 5.79721e-05 
6.4 0.00312964 0.00036726 
6.5 0.00281247 0.000619524 
6.6 0.00250104 0.000819986 
6.7 0.00219954 0.000973864 
6.8 0.00191133 0.00108629 
6.9 0.00163899 0.00116222 
7 0.00138439 0.00120643 
7.1 0.00114884 0.0012234 
7.2 0.000933096 0.00121734 
7.3 0.000737454 0.00119214 
7.4 0.000561843 0.00115138 
7.5 0.000405868 0.00109829 
7.6 0.000268874 0.00103577 
7.7 0.00015 0.000966429 
7.8 4.82267e-05 0.000892523 
7.9 -3.75789e-05 0.00081603 
8 -0.000108628 0.000738641 
8.1 -0.000166177 0.000661783 
8.2 -0.000211497 0.00058664 
8.3 -0.000245854 0.000514173 
8.4 -0.000270485 0.000445139 
8.5 -0.000286584 0.000380115 
8.6 -0.000295292 0.000319515 
8.7 -0.000297681 0.000263613 
8.8 -0.000294753 0.00021256 
8.9 -0.000287432 0.000166401 
9 -0.000276564 0.000125094 
9.1 -0.000262911 8.85223e-05 
9.2 -0.000247159 5.65109e-05 
9.3 -0.000229914 2.8838e-05 
9.4 -0.000211707 5.24674e-06 
9.5 -0.000192998 -1.45451e-05 
9.6 -0.000174178 -3.08361e-05 
9.7 -0.000155578 -4.39335e-05 
9.8 -0.000137469 -5.41467e-05 
9.9 -0.000120069 -6.17819e-05 
10 -0.00010355 -6.71375e-05 
10.1 -8.80388e-05 -7.05005e-05 
10.2 -7.36269e-05 -7.21435e-05 
10.3 -6.03713e-05 -7.23225e-05 
10.4 -4.83008e-05 -7.12759e-05 
10.5 -3.74198e-05 -6.92229e-05 
10.6 -2.77123e-05 -6.63631e-05 
10.7 -1.91456e-05 -6.28768e-05 
10.8 -1.16734e-05 -5.89248e-05 
10.9 -5.23903e-06 -5.46493e-05 
11 2.22058e-07 -5.01742e-05 
11.1 4.77987e-06 -4.56064e-05 
11.2 8.50782e-06 -4.10368e-05 
11.3 1.14809e-05 -3.65412e-05 
11.4 1.37744e-05 -3.21817e-05 
11.5 1.54623e-05 -2.80082e-05 
11.6 1.66163e-05 -2.40589e-05 
11.7 1.73055e-05 -2.03622e-05 
11.8 1.75949e-05 -1.69377e-05 
11.9 1.75456e-05 -1.37972e-05 
12 1.72142e-05 -1.09458e-05 
12.1 1.66527e-05 -8.38311e-06 
12.2 1.59083e-05 -6.1039e-06 
12.3 1.50234e-05 -4.09919e-06 
12.4 1.40357e-05 -2.35692e-06 
12.5 1.29787e-05 -8.62669e-07 
12.6 1.18811e-05 3.99703e-07 
12.7 1.07677e-05 1.44751e-06 
12.8 9.65975e-06 2.29878e-06 
12.9 8.57449e-06 2.97179e-06 
13 7.5262e-06 3.48479e-06 
13.1 6.52611e-06 3.85564e-06 
13.2 5.58283e-06 4.10164e-06 
13.3 4.70259e-06 4.23927e-06 
13.4 3.88958e-06 4.28411e-06 
13.5 3.14616e-06 4.25071e-06 
13.6 2.47317e-06 4.15251e-06 
13.7 1.87014e-06 4.0018e-06 
13.8 1.33551e-06 3.80973e-06 
13.9 8.66864e-07 3.58629e-06 
14 4.6108e-07 3.34034e-06 
14.1 1.14514e-07 3.07966e-06 
14.2 -1.76856e-07 2.81099e-06 
14.3 -4.17303e-07 2.54008e-06 
14.4 -6.1124e-07 2.27178e-06 
14.5 -7.6312e-07 2.01011e-06 
14.6 -8.77359e-07 1.7583e-06 
14.7 -9.58268e-07 1.51888e-06 
14.8 -1.01e-06 1.29379e-06 
14.9 -1.03651e-06 1.08437e-06 
15 -1.0415e-06 8.91518e-07 
15.1 -1.02845e-06 7.15688e-07 
15.2 -1.00053e-06 5.56985e-07 
15.3 -9.60672e-07 4.15214e-07 
15.4 -9.11486e-07 2.89928e-07 
15.5 -8.55327e-07 1.80486e-07 
15.6 -7.94272e-07 8.6087e-08 
15.7 -7.30138e-07 5.81441e-09 
15.8 -6.64493e-07 -6.1331e-08 
15.9 -5.98671e-07 -1.16401e-07 
16 -5.3379e-07 -1.60475e-07 
16.1 -4.70768e-07 -1.94633e-07 
16.2 -4.10342e-07 -2.19946e-07 
16.3 -3.53083e-07 -2.37451e-07 
16.4 -2.99416e-07 -2.48146e-07 
16.5 -2.49637e-07 -2.52974e-07 
16.6 -2.0393e-07 -2.52823e-07 
16.7 -1.62379e-07 -2.48515e-07 
16.8 -1.24987e-07 -2.40807e-07 
16.9 -9.16876e-08 -2.30385e-07 
17 -6.2357e-08 -2.1787e-07 
17.1 -3.68266e-08 -2.03813e-07 
17.2 -1.48928e-08 -1.887e-07 
17.3 3.67422e-09 -1.72957e-07 
17.4 1.91219e-08 -1.56945e-07 
17.5 3.17086e-08 -1.40976e-07 
17.6 4.16975e-08 -1.25306e-07 
17.7 4.93513e-08 -1.10144e-07 
17.8 5.4928e-08 -9.56583e-08 
17.9 5.86775e-08 -8.19767e-08 
18 6.08389e-08 -6.9193e-08 
18.1 6.16381e-08 -5.73707e-08 
18.2 6.12861e-08 -4.6547e-08 
18.3 5.99784e-08 -3.67364e-08 
18.4 5.78942e-08 -2.79344e-08 
18.5 5.51957e-08 -2.01202e-08 
