PARAMETRIC_CURVE_CARTESIAN_2D
Log spiral
t1: 0
t2: 20
NumPoints: 201
18.6 5.20288e-08 -1.32605e-08 
18.7 4.85231e-08 -7.31151e-09 
18.8 4.47924e-08 -2.22155e-09 
18.9 4.09353e-08 2.0667e-09 
19 3.70366e-08 5.61436e-09 
19.1 3.31675e-08 8.48475e-09 
19.2 2.93872e-08 1.0742e-08 
19.3 2.57436e-08 1.24497e-08 
19.4 2.22744e-08 1.36702e-08 
19.5 1.90083e-08 1.44635e-08 
19.6 1.59658e-08 1.4887e-08 
19.7 1.31605e-08 1.49944e-08 
19.8 1.05996e-08 1.48362e-08 
19.9 8.28523e-09 1.44586e-08 
